Unnamed: 0,Place,Relation Type,Context,Date,Sentence,Sentence_Text,Sentence_Text_Cleaned,Place_Text,Date_Text,slug,Notes,Place_Info,sentence_doc
32,['MASK_8'],residence,"['raised', 'in']",[],[6],"== Early life ==
[PERSON]Franco[MASK_1] was raised in [LOC]Maré[MASK_8], a slum in northern Rio de Janeiro, where she also resided for most of her life, and began to work to contribute to the household income in 1990 when she was 11 years old.
","== Early life ==
Franco was raised in Maré, a slum in northern Rio de Janeiro, where she also resided for most of her life, and began to work to contribute to the household income in 1990 when she was 11 years old.
",['Maré'],[],Marielle_Franco,,"[{'place_name': 'Maré', 'input_name': 'Marradi', 'lat': 44.083333333333, 'lng': 11.616666666667, 'gn_description': 'seat of a third-order administrative division'}]","== Early life ==
[PERSON]Franco[MASK_1] was raised in [LOC]Maré[MASK_8], a slum in northern Rio de Janeiro, where she also resided for most of her life, and began to work to contribute to the household income in 1990 when she was 11 years old.
"
33,['MASK_10'],residence,"['decided', 'move', 'in', 'neighborhood']",['MASK_9'],[11],"In [DATE]2017[MASK_9], [PERSON]the couple[MASK_1] decided to move in together in the [GPE]Tijuca[MASK_10] neighborhood with Luyara, Marielle's daughter.
","In 2017, the couple decided to move in together in the Tijuca neighborhood with Luyara, Marielle's daughter.
",['Tijuca'],['2017'],Marielle_Franco,,"[{'place_name': 'Tijuca', 'input_name': 'Tijuca', 'lat': '-22.99835', 'lng': '-43.36545', 'gn_description': 'populated place'}]","In [DATE]2017[MASK_9], [PERSON]the couple[MASK_1] decided to move in together in the [GPE]Tijuca[MASK_10] neighborhood with Luyara, Marielle's daughter.
"
34,['MASK_12'],education,"['entered', 'University', 'of']",['MASK_11'],[15],"In [DATE]2002[MASK_11], [PERSON]she[MASK_1] entered the [LOC]Pontifical Catholic University of Rio de Janeiro[MASK_12] on a scholarship and continued working and raising her daughter as she worked towards a degree in social sciences.
","In 2002, she entered the Pontifical Catholic University of Rio de Janeiro on a scholarship and continued working and raising her daughter as she worked towards a degree in social sciences.
",['Pontifical Catholic University of Rio de Janeiro'],['2002'],Marielle_Franco,,"[{'place_name': 'Pontifical Catholic University of Rio de Janeiro', 'input_name': 'Pontifical Catholic University of Rio de Janeiro', 'lat': '-22.94128', 'lng': '-43.24151', 'gn_description': 'university'}]","In [DATE]2002[MASK_11], [PERSON]she[MASK_1] entered the [LOC]Pontifical Catholic University of Rio de Janeiro[MASK_12] on a scholarship and continued working and raising her daughter as she worked towards a degree in social sciences.
"
35,['MASK_13'],education,"['earned', 'from']",[],[16],"[PERSON]She[MASK_1] subsequently earned a master's degree in public administration from [LOC]the Fluminense Federal University[MASK_13].
","She subsequently earned a master's degree in public administration from the Fluminense Federal University.
",['the Fluminense Federal University'],[],Marielle_Franco,,"[{'place_name': 'the Fluminense Federal University', 'input_name': 'Fluminense Federal University', 'lat': '-22.9067', 'lng': '-43.13304', 'gn_description': 'university'}]","[PERSON]She[MASK_1] subsequently earned a master's degree in public administration from [LOC]the Fluminense Federal University[MASK_13].
"
36,['MASK_3'],political_office,"['ran', 'for', 'seat', 'on', 'council']",['MASK_14'],[20],"In [DATE]2016[MASK_14], [PERSON]Franco[MASK_1] ran for a seat on [GPE]the Rio de Janeiro city[MASK_3] council in the municipal elections.
","In 2016, Franco ran for a seat on the Rio de Janeiro city council in the municipal elections.
",['the Rio de Janeiro city'],['2016'],Marielle_Franco,,"[{'place_name': 'the Rio de Janeiro city', 'input_name': 'Rio de Janeiro', 'lat': -22.9111111111111, 'lng': -43.2055555555556, 'gn_description': 'seat of a first-order administrative division'}]","In [DATE]2016[MASK_14], [PERSON]Franco[MASK_1] ran for a seat on [GPE]the Rio de Janeiro city[MASK_3] council in the municipal elections.
"
37,['MASK_3'],political_office,"['chaired', 'formed', 'part', 'of', 'committee', 'monitored', 'intervention', 'in']",[],[24],"[PERSON]She[MASK_1] chaired the Women's Defense Commission and formed part of a four-person committee that monitored the federal intervention in [GPE]Rio de Janeiro[MASK_3].
","She chaired the Women's Defense Commission and formed part of a four-person committee that monitored the federal intervention in Rio de Janeiro.
",['Rio de Janeiro'],[],Marielle_Franco,,"[{'place_name': 'Rio de Janeiro', 'input_name': 'Rio de Janeiro', 'lat': -22.9111111111111, 'lng': -43.2055555555556, 'gn_description': 'seat of a first-order administrative division'}]","[PERSON]She[MASK_1] chaired the Women's Defense Commission and formed part of a four-person committee that monitored the federal intervention in [GPE]Rio de Janeiro[MASK_3].
"
38,['MASK_3'],political_action,"['presented', 'bill', 'create', 'in']",['MASK_15'],[25],"Working with the Rio de Janeiro Lesbian Front, [PERSON]Franco[MASK_1] presented a bill to create a day of lesbian visibility in [GPE]Rio de Janeiro[MASK_3] in [DATE]August 2017[MASK_15], but the bill was defeated by a vote of 19–17.



","Working with the Rio de Janeiro Lesbian Front, Franco presented a bill to create a day of lesbian visibility in Rio de Janeiro in August 2017, but the bill was defeated by a vote of 19–17.



",['Rio de Janeiro'],['August 2017'],Marielle_Franco,,"[{'place_name': 'Rio de Janeiro', 'input_name': 'Rio de Janeiro', 'lat': -22.9111111111111, 'lng': -43.2055555555556, 'gn_description': 'seat of a first-order administrative division'}]","Working with the Rio de Janeiro Lesbian Front, [PERSON]Franco[MASK_1] presented a bill to create a day of lesbian visibility in [GPE]Rio de Janeiro[MASK_3] in [DATE]August 2017[MASK_15], but the bill was defeated by a vote of 19–17.



"
39,['MASK_3'],political_action,"['spoke', 'in']",['MASK_16'],[26],"== Final days and assassination ==

On [DATE]13 March 2018[MASK_16], [PERSON]Franco[MASK_1] spoke out on Twitter against the police violence in [GPE]Rio de Janeiro[MASK_3]: ""Another homicide of a young man that could be credited to the police.
","== Final days and assassination ==

On 13 March 2018, Franco spoke out on Twitter against the police violence in Rio de Janeiro: ""Another homicide of a young man that could be credited to the police.
",['Rio de Janeiro'],['13 March 2018'],Marielle_Franco,,"[{'place_name': 'Rio de Janeiro', 'input_name': 'Rio de Janeiro', 'lat': -22.9111111111111, 'lng': -43.2055555555556, 'gn_description': 'seat of a first-order administrative division'}]","== Final days and assassination ==

On [DATE]13 March 2018[MASK_16], [PERSON]Franco[MASK_1] spoke out on Twitter against the police violence in [GPE]Rio de Janeiro[MASK_3]: ""Another homicide of a young man that could be credited to the police.
"
40,['MASK_2'],political_action,"['listed', 'murder', 'of', 'was', 'subject', 'in']",[],[43],"Journalist Glenn Greenwald, whose husband David Miranda was a fellow City Council member at the time of her assassination and was a close personal friend of Franco's, listed what he referred to as the ""most important subjects to cover"" regarding Franco's assassination stating:

""Her relentless and brave activism against the most lawless police battalions, her opposition to military intervention, and, most threateningly of all, her growing power as [PERSON]a black, gay woman[MASK_1] from the favela seeking not to join [GPE]Brazil[MASK_2]'s power structure, but to subvert it.""
The double murder of [PERSON]Marielle[MASK_1] and her driver Anderson was the subject of condemnation across the political spectrum in [GPE]Brazil[MASK_2].
","Journalist Glenn Greenwald, whose husband David Miranda was a fellow City Council member at the time of her assassination and was a close personal friend of Franco's, listed what he referred to as the ""most important subjects to cover"" regarding Franco's assassination stating:

""Her relentless and brave activism against the most lawless police battalions, her opposition to military intervention, and, most threateningly of all, her growing power as a black, gay woman from the favela seeking not to join Brazil's power structure, but to subvert it.""
The double murder of Marielle and her driver Anderson was the subject of condemnation across the political spectrum in Brazil.
",['Brazil'],[],Marielle_Franco,,"[{'place_name': 'Brazil', 'input_name': 'Brazil', 'lat': '-10', 'lng': '-55', 'gn_description': 'independent political entity'}]","Journalist Glenn Greenwald, whose husband David Miranda was a fellow City Council member at the time of her assassination and was a close personal friend of Franco's, listed what he referred to as the ""most important subjects to cover"" regarding Franco's assassination stating:

""Her relentless and brave activism against the most lawless police battalions, her opposition to military intervention, and, most threateningly of all, her growing power as [PERSON]a black, gay woman[MASK_1] from the favela seeking not to join [GPE]Brazil[MASK_2]'s power structure, but to subvert it.""
The double murder of [PERSON]Marielle[MASK_1] and her driver Anderson was the subject of condemnation across the political spectrum in [GPE]Brazil[MASK_2].
"
41,['MASK_10'],residence,"['moved', 'to', 'neighbourhood', 'of']",['MASK_9'],[50],"In [DATE]2017[MASK_9], [PERSON]she[MASK_1] moved to the Rio de Janeiro neighbourhood of [GPE]Tijuca[MASK_10] with her partner, Monica Tereza Benicio, and her 18-year-old daughter, Luyara Santos.
","In 2017, she moved to the Rio de Janeiro neighbourhood of Tijuca with her partner, Monica Tereza Benicio, and her 18-year-old daughter, Luyara Santos.
",['Tijuca'],['2017'],Marielle_Franco,,"[{'place_name': 'Tijuca', 'input_name': 'Tijuca', 'lat': '-22.99835', 'lng': '-43.36545', 'gn_description': 'populated place'}]","In [DATE]2017[MASK_9], [PERSON]she[MASK_1] moved to the Rio de Janeiro neighbourhood of [GPE]Tijuca[MASK_10] with her partner, Monica Tereza Benicio, and her 18-year-old daughter, Luyara Santos.
"
42,['MASK_2'],job,"['Sirik', 'was', 'politician']",[],[1],"[PERSON]Sisowath Sirik Matak[MASK_1] (Khmer: ស៊ីសុវត្ថិ សិរិមតៈ; 22 January 1914 – 21 April 1975) was a [GPE]Cambodian[MASK_2] politician and member of the Cambodian royal family, under the House of Sisowath.

","Sisowath Sirik Matak (Khmer: ស៊ីសុវត្ថិ សិរិមតៈ; 22 January 1914 – 21 April 1975) was a Cambodian politician and member of the Cambodian royal family, under the House of Sisowath.

",['Cambodian'],[],Sisowath_Sirik_Matak,,"[{'place_name': 'Cambodian', 'input_name': 'Cambodia', 'lat': '13', 'lng': '105', 'gn_description': 'independent political entity'}]","[PERSON]Sisowath Sirik Matak[MASK_1] (Khmer: ស៊ីសុវត្ថិ សិរិមតៈ; 22 January 1914 – 21 April 1975) was a [GPE]Cambodian[MASK_2] politician and member of the Cambodian royal family, under the House of Sisowath.

"
43,['MASK_4'],political_action,['was'],['MASK_3'],[2],"[PERSON]Sirik Matak[MASK_1] was mainly notable for his involvement in Cambodian politics, particularly for his involvement in the [DATE]1970[MASK_3] change in power against his cousin, then Prince Norodom Sihanouk, and for his subsequent establishment, along with Lon Nol, of [GPE]the Khmer Republic[MASK_4].



","Sirik Matak was mainly notable for his involvement in Cambodian politics, particularly for his involvement in the 1970 change in power against his cousin, then Prince Norodom Sihanouk, and for his subsequent establishment, along with Lon Nol, of the Khmer Republic.



",['the Khmer Republic'],['1970'],Sisowath_Sirik_Matak,,"[{'place_name': 'the Khmer Republic', 'input_name': 'Khmer Republic', 'lat': '13', 'lng': '105', 'gn_description': 'independent political entity'}]","[PERSON]Sirik Matak[MASK_1] was mainly notable for his involvement in Cambodian politics, particularly for his involvement in the [DATE]1970[MASK_3] change in power against his cousin, then Prince Norodom Sihanouk, and for his subsequent establishment, along with Lon Nol, of [GPE]the Khmer Republic[MASK_4].



"
44,['MASK_5'],birth_place,"['=', 'born', 'in']",[],[3],"== Early life ==
[PERSON]Sirik Matak[MASK_1] was born in [GPE]Phnom Penh[MASK_5], and was a member of the Sisowath family, being the great-grandson of Sisowath of Cambodia by his grandfather Sisowath Essaravong and his father Sisowath Rathary.
","== Early life ==
Sirik Matak was born in Phnom Penh, and was a member of the Sisowath family, being the great-grandson of Sisowath of Cambodia by his grandfather Sisowath Essaravong and his father Sisowath Rathary.
",['Phnom Penh'],[],Sisowath_Sirik_Matak,,"[{'place_name': 'Phnom Penh', 'input_name': 'Phnom Penh', 'lat': '11.56245', 'lng': '104.91601', 'gn_description': 'capital of a political entity'}]","== Early life ==
[PERSON]Sirik Matak[MASK_1] was born in [GPE]Phnom Penh[MASK_5], and was a member of the Sisowath family, being the great-grandson of Sisowath of Cambodia by his grandfather Sisowath Essaravong and his father Sisowath Rathary.
"
45,['MASK_2'],political_action,"['was', 'one', 'of', 'contenders', 'to', 'throne']",[],[5],"Under the colonial French-imposed constitution, any member of the Norodom or Sisowath branches of the family could be selected as king, and [PERSON]Sirik Matak[MASK_1] was therefore one of the possible contenders to the [GPE]Cambodian[MASK_2] throne.
","Under the colonial French-imposed constitution, any member of the Norodom or Sisowath branches of the family could be selected as king, and Sirik Matak was therefore one of the possible contenders to the Cambodian throne.
",['Cambodian'],[],Sisowath_Sirik_Matak,,"[{'place_name': 'Cambodian', 'input_name': 'Cambodia', 'lat': '13', 'lng': '105', 'gn_description': 'independent political entity'}]","Under the colonial French-imposed constitution, any member of the Norodom or Sisowath branches of the family could be selected as king, and [PERSON]Sirik Matak[MASK_1] was therefore one of the possible contenders to the [GPE]Cambodian[MASK_2] throne.
"
46,['MASK_2'],political_action,"['remained', 'opponent', 'of', 'toleration', 'within', 'borders']",[],[12],"Despite the incorporation of much of the right-wing opposition into the Sangkum, [PERSON]Sirik Matak[MASK_1] remained an implacable opponent of Sihanouk, and especially of the latter's toleration of North Vietnamese activity within [GPE]Cambodia[MASK_2]'s borders.
","Despite the incorporation of much of the right-wing opposition into the Sangkum, Sirik Matak remained an implacable opponent of Sihanouk, and especially of the latter's toleration of North Vietnamese activity within Cambodia's borders.
",['Cambodia'],[],Sisowath_Sirik_Matak,,"[{'place_name': 'Cambodia', 'input_name': 'Cambodia', 'lat': '13', 'lng': '105', 'gn_description': 'independent political entity'}]","Despite the incorporation of much of the right-wing opposition into the Sangkum, [PERSON]Sirik Matak[MASK_1] remained an implacable opponent of Sihanouk, and especially of the latter's toleration of North Vietnamese activity within [GPE]Cambodia[MASK_2]'s borders.
"
47,"['MASK_7', 'MASK_8', 'MASK_9']",political_office,"['minimize', 'leverage', 'by', 'appointing', 'to']",[],[13],"Throughout [DATE]the 1960s[MASK_6], Sihanouk attempted to minimize [PERSON]Sirik Matak's[MASK_1] leverage on domestic politics by successively appointing him as Ambassador to [GPE]China[MASK_7] (1962–1964), the [GPE]Philippines[MASK_8], and [GPE]Japan[MASK_9].



","Throughout the 1960s, Sihanouk attempted to minimize Sirik Matak's leverage on domestic politics by successively appointing him as Ambassador to China (1962–1964), the Philippines, and Japan.



","['China', 'Philippines', 'Japan']",[],Sisowath_Sirik_Matak,,"[{'place_name': 'China', 'input_name': 'China', 'lat': '35', 'lng': '105', 'gn_description': 'independent political entity'}, {'place_name': 'Philippines', 'input_name': 'Philippines', 'lat': '13.40882', 'lng': '122.56155', 'gn_description': 'independent political entity'}, {'place_name': 'Japan', 'input_name': 'Japan', 'lat': '35.68536', 'lng': '139.75309', 'gn_description': 'independent political entity'}]","Throughout [DATE]the 1960s[MASK_6], Sihanouk attempted to minimize [PERSON]Sirik Matak's[MASK_1] leverage on domestic politics by successively appointing him as Ambassador to [GPE]China[MASK_7] (1962–1964), the [GPE]Philippines[MASK_8], and [GPE]Japan[MASK_9].



"
